purchase_id,user_id,amount,timestamp
873,1429,6.6,2025-02-23
874,1961,38.22,2025-03-13
875,1961,30.71,2025-03-05
876,1961,48.06,2025-03-05
877,1961,27.81,2025-03-13
878,1961,2.31,2025-03-08
879,5222,11.74,2025-03-11
880,3772,37.13,2025-02-24
881,3772,8.05,2025-02-26
882,3772,16.15,2025-02-25
883,3772,36.37,2025-02-19
884,3772,23.32,2025-02-19
885,5861,14.62,2025-01-09
886,5861,49.66,2025-01-04
887,5861,7.58,2025-01-12
888,5861,40.56,2025-01-07
889,4553,17.69,2025-01-14
890,4553,18.09,2025-01-21
891,2217,37.3,2025-01-15
892,2217,39.29,2025-01-15
893,2217,44.82,2025-01-10
894,2217,22.79,2025-01-05
895,4309,11.13,2025-01-22
896,4309,33.72,2025-01-25
897,4309,3.7,2025-01-27
898,4309,32.1,2025-01-27
899,4309,8.56,2025-01-20
900,3007,34.31,2025-03-23
901,3007,24.56,2025-03-24
902,3007,41.06,2025-03-27
903,3007,15.55,2025-03-27
904,1278,44.03,2025-02-07
905,1278,43.13,2025-02-05
906,1973,22.84,2025-01-04
907,1973,28.76,2025-01-11
908,4249,3.85,2025-01-20
909,4249,31.43,2025-01-22
910,5002,32.6,2025-03-09
911,5002,27.45,2025-03-13
912,5002,44.13,2025-03-08
913,5002,43.99,2025-03-09
914,5002,25.27,2025-03-16
915,3479,19.13,2025-02-14
916,3479,16.17,2025-02-12
917,3479,7.38,2025-02-08
918,3479,22.13,2025-02-09
919,5883,13.87,2025-01-11
920,5883,7.55,2025-01-12
921,5883,47.89,2025-01-13
922,5883,7.44,2025-01-16
923,2413,39.13,2025-01-26
924,2413,42.32,2025-01-31
925,2413,30.84,2025-01-31
926,2413,13.26,2025-02-03
927,4075,26.35,2025-03-08
928,4075,4.91,2025-03-10
929,4075,14.55,2025-03-09
930,1734,20.78,2025-02-21
931,1734,22.4,2025-02-22
932,1734,45.78,2025-02-19
933,4798,36.94,2025-01-14
934,4798,32.53,2025-01-12
935,4798,16.8,2025-01-07
936,4130,29.47,2025-03-13
937,4130,27.72,2025-03-12
938,4130,7.29,2025-03-20
939,4130,31.31,2025-03-19
940,3254,27.9,2025-02-16
941,3254,40.51,2025-02-07
942,4646,45.78,2025-02-06
943,4009,33.43,2025-01-27
944,4009,12.09,2025-02-03
945,4009,11.52,2025-02-03
946,4009,42.22,2025-01-28
947,4009,43.26,2025-02-01
948,1095,40.45,2025-03-09
949,1095,17.9,2025-03-10
950,1983,37.19,2025-01-20
951,1983,3.72,2025-01-12
952,1955,6.91,2025-03-02
953,1676,4.02,2025-02-16
954,1676,16.46,2025-02-13
955,1676,32.3,2025-02-12
956,1676,3.61,2025-02-12
957,1999,33.44,2025-01-25
958,5007,43.37,2025-02-21
959,5007,5.54,2025-02-18
960,5175,2.7,2025-01-01
961,5175,31.02,2025-01-09
962,5175,6.58,2025-01-03
963,5175,40.04,2025-01-10
964,2842,43.24,2025-02-26
965,2842,22.4,2025-02-22
966,1188,15.14,2025-03-02
967,5807,14.67,2025-01-30
968,5807,29.65,2025-02-08
969,5693,22.61,2025-01-27
970,5693,48.4,2025-01-26
971,5693,15.36,2025-01-31
972,5693,45.56,2025-01-27
973,4928,13.73,2025-01-21
974,4928,49.66,2025-01-13
975,4928,47.66,2025-01-19
976,4928,36.29,2025-01-21
977,4928,12.74,2025-01-20
978,3242,39.01,2025-03-09
979,1774,24.88,2025-02-04
980,1774,32.85,2025-01-31
981,1774,8.89,2025-02-04
982,1774,48.83,2025-02-09
983,5856,10.11,2025-03-15
984,2483,13.99,2025-02-24
985,2483,21.34,2025-02-17
986,2483,27.11,2025-02-22
987,2483,38.5,2025-02-24
988,4145,14.09,2025-02-12
989,4966,42.04,2025-02-16
990,4966,17.42,2025-02-11
991,4966,30.73,2025-02-20
992,4552,35.13,2025-02-05
993,3444,28.18,2025-01-12
994,3444,48.04,2025-01-10
995,3444,17.44,2025-01-08
996,3444,26.68,2025-01-12
997,3444,46.21,2025-01-06
998,5681,20.02,2025-01-28
999,5681,9.77,2025-01-27
1000,5681,9.97,2025-01-28
1001,5681,43.74,2025-02-03
1002,2025,44.49,2025-02-18
1003,1814,32.05,2025-01-26
1004,1814,25.38,2025-02-01
1005,1814,22.06,2025-02-01
1006,1814,16.23,2025-01-24
1007,3664,36.55,2025-01-07
1008,3664,15.0,2025-01-13
1009,3664,31.51,2025-01-08
1010,3664,29.05,2025-01-08
1011,1520,15.92,2025-03-22
1012,1520,11.8,2025-03-30
1013,5403,26.92,2025-03-04
1014,5403,24.65,2025-03-03
1015,5403,46.93,2025-03-02
1016,5403,9.87,2025-03-01
1017,5403,2.46,2025-03-06
1018,2514,9.21,2025-01-13
1019,2514,49.67,2025-01-12
1020,2514,16.96,2025-01-11
1021,2514,11.55,2025-01-14
1022,4320,24.0,2025-01-17
1023,1161,31.99,2025-01-15
1024,5555,5.2,2025-01-31
1025,5555,28.83,2025-02-08
1026,5555,18.55,2025-02-01
1027,5555,46.53,2025-01-29
1028,5555,15.63,2025-02-02
1029,5394,37.0,2025-03-02
1030,5394,31.97,2025-02-26
1031,5394,46.84,2025-02-27
1032,5394,27.96,2025-03-01
1033,5342,30.44,2025-01-25
1034,5342,37.06,2025-01-25
1035,1523,14.61,2025-02-25
1036,1523,8.07,2025-02-24
1037,1523,30.18,2025-03-03
1038,5250,29.62,2025-02-28
1039,5250,31.02,2025-03-04
1040,5250,34.08,2025-03-04
1041,5250,12.04,2025-03-02
1042,5790,49.47,2025-02-13
1043,5415,9.02,2025-01-21
1044,2016,43.97,2025-03-11
1045,2016,5.72,2025-03-09
1046,2699,26.55,2025-02-04
1047,2480,33.9,2025-02-05
1048,2480,16.51,2025-02-04
1049,2480,13.55,2025-01-31
1050,2480,20.1,2025-02-05
1051,5907,19.03,2025-02-09
1052,5907,17.2,2025-02-10
1053,5907,44.39,2025-02-03
1054,5907,47.85,2025-02-05
1055,2474,42.3,2025-03-07
1056,2474,23.19,2025-03-13
1057,2474,34.89,2025-03-09
1058,1043,33.29,2025-01-12
1059,1043,3.2,2025-01-08
1060,1043,43.05,2025-01-11
1061,1043,18.6,2025-01-16
1062,1043,12.25,2025-01-12
1063,5544,20.35,2025-01-22
1064,5544,46.78,2025-01-21
1065,5544,11.39,2025-01-19
1066,5544,27.24,2025-01-24
1067,5544,30.13,2025-01-19
1068,4663,45.72,2025-02-16
1069,4663,26.12,2025-02-19
1070,4663,31.12,2025-02-15
1071,3574,15.19,2025-02-07
1072,2007,4.1,2025-03-01
1073,2007,15.15,2025-02-27
1074,2007,48.6,2025-02-23
1075,2007,43.42,2025-02-23
1076,1320,32.34,2025-02-17
1077,1320,10.33,2025-02-15
1078,1320,38.02,2025-02-18
1079,1320,3.82,2025-02-09
1080,2055,44.91,2025-01-19
1081,5711,43.79,2025-01-03
1082,5711,5.97,2025-01-03
1083,2689,23.27,2025-03-01
1084,2320,6.67,2025-01-15
1085,1719,49.19,2025-01-16
1086,1719,33.44,2025-01-15
1087,1719,17.96,2025-01-12
1088,1719,42.71,2025-01-22
1089,1719,45.08,2025-01-17
1090,5607,36.65,2025-03-31
1091,5607,26.77,2025-03-27
1092,3103,42.2,2025-02-12
1093,3103,4.94,2025-02-16
1094,3103,41.59,2025-02-09
1095,3103,9.07,2025-02-14
1096,1286,10.27,2025-03-17
1097,1286,15.22,2025-03-16
1098,1286,35.05,2025-03-19
1099,1693,32.48,2025-02-26
1100,1693,16.93,2025-02-24
1101,1693,18.82,2025-03-04
1102,1693,24.37,2025-03-01
1103,5146,46.64,2025-03-23
1104,3445,46.05,2025-02-07
1105,3978,10.9,2025-03-13
1106,3978,32.07,2025-03-21
1107,5459,39.85,2025-03-02
1108,2405,19.97,2025-02-14
1109,2405,44.1,2025-02-05
1110,4465,42.18,2025-02-18
1111,4465,47.24,2025-02-24
1112,1000,16.89,2025-01-17
1113,1000,35.87,2025-01-21
1114,3034,8.73,2025-02-11
1115,3034,21.86,2025-02-12
1116,3462,44.4,2025-02-24
1117,3462,49.0,2025-02-22
1118,1378,14.69,2025-03-03
1119,1378,19.04,2025-03-03
1120,1378,18.74,2025-03-01
1121,5255,41.81,2025-03-26
1122,5255,41.91,2025-03-29
1123,5255,47.57,2025-03-19
1124,5255,20.5,2025-03-28
1125,5255,29.29,2025-03-27
1126,3403,33.0,2025-01-31
1127,3403,40.21,2025-02-05
1128,3403,18.41,2025-01-29
1129,3403,28.47,2025-02-03
1130,5375,26.63,2025-03-21
1131,5375,14.38,2025-03-23
1132,5375,14.51,2025-03-27
1133,4644,33.59,2025-01-29
1134,2145,8.7,2025-02-13
1135,2145,17.49,2025-02-15
1136,5727,33.59,2025-02-26
1137,5727,17.46,2025-02-20
1138,5727,32.2,2025-02-21
1139,5727,9.61,2025-02-20
1140,5727,18.06,2025-02-27
1141,5017,45.82,2025-01-23
1142,3563,24.4,2025-01-27
1143,3563,38.09,2025-01-27
1144,3563,40.83,2025-02-01
1145,5281,29.64,2025-02-21
1146,5281,37.08,2025-02-18
1147,5281,42.03,2025-02-19
1148,5281,36.71,2025-02-16
1149,3884,25.15,2025-03-16
1150,3884,16.4,2025-03-17
1151,3884,38.62,2025-03-14
1152,3884,7.17,2025-03-19
1153,3884,39.15,2025-03-17
1154,5965,30.46,2025-01-09
1155,5965,26.58,2025-01-05
1156,5965,44.55,2025-01-07
1157,5965,11.52,2025-01-11
1158,5965,38.08,2025-01-12
1159,5182,17.98,2025-03-19
1160,5182,48.57,2025-03-09
1161,2719,40.46,2025-01-06
1162,2719,21.0,2025-01-11
1163,2719,2.03,2025-01-11
1164,1811,44.37,2025-03-06
1165,1811,16.75,2025-03-07
1166,1366,43.16,2025-01-10
1167,1366,6.32,2025-01-13
1168,2942,34.86,2025-02-09
1169,2942,2.23,2025-02-12
1170,1300,6.79,2025-01-21
1171,1300,34.96,2025-01-24
1172,2540,34.07,2025-03-29
1173,2540,35.89,2025-03-29
1174,2160,8.16,2025-01-11
1175,3455,39.11,2025-01-17
1176,3455,41.34,2025-01-15
1177,2763,20.89,2025-01-18
1178,2763,18.64,2025-01-10
1179,2763,37.53,2025-01-19
1180,2763,3.28,2025-01-18
1181,2099,38.85,2025-01-13
1182,2099,19.38,2025-01-16
1183,2099,41.51,2025-01-19
1184,2099,30.75,2025-01-20
1185,2099,45.89,2025-01-17
1186,5932,25.99,2025-01-18
1187,5932,12.13,2025-01-16
1188,5522,18.29,2025-02-16
1189,5522,10.62,2025-02-25
1190,5522,15.67,2025-02-17
1191,5522,34.4,2025-02-21
1192,2769,14.52,2025-03-22
1193,2769,10.61,2025-03-28
1194,2769,34.74,2025-03-28
1195,2769,24.31,2025-03-23
1196,5847,34.92,2025-01-25
1197,3941,43.39,2025-03-11
1198,3272,17.3,2025-02-02
1199,2052,20.42,2025-01-27
1200,2052,2.55,2025-01-26
1201,2052,48.07,2025-01-29
1202,2052,22.27,2025-01-25
1203,2052,16.53,2025-01-19
1204,4457,7.56,2025-03-21
1205,4457,26.09,2025-03-18
1206,4457,36.17,2025-03-18
1207,1609,7.35,2025-02-09
1208,1609,49.07,2025-02-06
1209,1609,38.45,2025-02-12
1210,1609,5.83,2025-02-14
1211,1609,18.17,2025-02-04
1212,5504,11.48,2025-03-11
1213,5504,36.92,2025-03-16
1214,5504,22.86,2025-03-14
1215,5504,15.51,2025-03-14
1216,5504,43.65,2025-03-08
1217,3088,4.39,2025-01-08
1218,3088,34.94,2025-01-12
1219,3088,22.42,2025-01-07
1220,3088,16.2,2025-01-13
1221,3135,14.82,2025-02-21
1222,4127,22.01,2025-01-13
1223,4127,17.57,2025-01-15
1224,4127,3.7,2025-01-18
1225,2337,37.12,2025-03-11
1226,4277,13.92,2025-01-24
1227,4277,27.67,2025-01-19
1228,4277,36.88,2025-01-20
1229,4277,25.68,2025-01-28
1230,4277,18.57,2025-01-22
1231,4736,13.71,2025-03-14
1232,4736,29.31,2025-03-13
1233,4736,5.66,2025-03-05
1234,4736,3.83,2025-03-10
1235,1682,40.99,2025-03-27
1236,1682,20.32,2025-03-18
1237,1682,18.2,2025-03-18
1238,1682,37.95,2025-03-27
1239,1682,21.23,2025-03-23
1240,3082,36.63,2025-03-09
1241,3082,42.16,2025-03-06
1242,4484,40.08,2025-02-23
1243,4484,14.52,2025-03-03
1244,4484,31.54,2025-02-26
1245,4484,42.99,2025-03-02
1246,2173,19.95,2025-03-09
1247,2173,12.32,2025-03-16
1248,5390,37.84,2025-03-10
1249,5390,15.28,2025-03-08
1250,5390,4.19,2025-03-16
1251,5390,45.66,2025-03-12
1252,2669,2.23,2025-03-25
1253,2669,2.89,2025-03-24
1254,2669,33.54,2025-03-27
1255,1578,24.19,2025-02-03
1256,1578,17.26,2025-02-09
1257,1578,12.78,2025-02-02
1258,3206,5.05,2025-02-25
1259,3206,36.94,2025-02-26
1260,3206,41.68,2025-03-03
1261,2578,32.46,2025-03-22
1262,2578,27.98,2025-03-21
1263,2578,46.62,2025-03-23
1264,2578,18.45,2025-03-16
1265,2578,18.62,2025-03-21
1266,4048,24.16,2025-01-26
1267,4048,12.1,2025-01-31
1268,4048,34.29,2025-01-26
1269,4048,21.33,2025-01-28
1270,5617,32.3,2025-01-30
1271,5617,49.27,2025-02-06
1272,5617,11.95,2025-01-30
1273,5617,19.71,2025-02-06
1274,5617,38.03,2025-02-02
1275,5189,24.42,2025-02-24
1276,5189,31.98,2025-02-16
1277,5189,31.95,2025-02-16
1278,5189,22.7,2025-02-23
1279,5955,28.7,2025-03-19
1280,2343,20.0,2025-01-31
1281,2343,8.31,2025-02-05
1282,2343,47.53,2025-02-06
1283,2343,6.65,2025-01-29
1284,4438,49.61,2025-02-09
1285,4438,15.88,2025-02-15
1286,2257,28.39,2025-03-24
1287,2257,38.05,2025-03-23
1288,3591,15.38,2025-02-15
1289,3591,32.24,2025-02-11
1290,3591,44.46,2025-02-16
1291,3591,38.55,2025-02-16
1292,4104,27.7,2025-03-04
1293,4104,12.79,2025-03-02
1294,4104,25.74,2025-03-02
1295,1212,41.64,2025-02-04
1296,1212,9.52,2025-02-07
1297,1212,21.19,2025-02-02
1298,1212,27.56,2025-01-31
1299,5944,33.49,2025-01-10
1300,5944,45.54,2025-01-13
1301,5944,29.84,2025-01-09
1302,3027,21.68,2025-03-21
1303,3027,3.38,2025-03-25
1304,3027,8.64,2025-03-18
1305,3027,26.15,2025-03-24
1306,1635,29.38,2025-02-06
1307,3212,17.59,2025-01-08
1308,3212,9.98,2025-01-11
1309,3212,24.64,2025-01-18
1310,3212,47.68,2025-01-09
1311,2020,44.4,2025-03-12
1312,5353,26.53,2025-03-06
1313,5353,42.8,2025-03-01
1314,5353,23.96,2025-02-28
1315,5353,10.4,2025-03-01
1316,1901,8.36,2025-03-16
1317,1901,44.92,2025-03-12
1318,5492,24.13,2025-03-04
1319,5492,34.81,2025-02-26
1320,4332,40.23,2025-02-27
1321,4332,26.0,2025-03-03
1322,4332,40.57,2025-02-25
1323,4332,43.85,2025-03-01
1324,1540,24.18,2025-03-16
1325,1540,2.32,2025-03-14
1326,3698,34.48,2025-02-18
1327,3972,43.37,2025-02-20
1328,3972,39.58,2025-02-14
1329,3972,44.39,2025-02-17
1330,3972,7.8,2025-02-21
1331,3972,33.05,2025-02-22
1332,3732,23.04,2025-01-27
1333,3732,16.05,2025-01-27
1334,3732,41.75,2025-02-02
1335,3732,19.43,2025-01-27
1336,3732,32.19,2025-02-04
1337,3238,39.79,2025-02-12
1338,3238,9.0,2025-02-07
1339,3238,38.37,2025-02-10
1340,3238,38.16,2025-02-15
1341,2198,19.58,2025-03-18
1342,2849,45.81,2025-03-07
1343,2849,12.07,2025-03-12
1344,2849,17.83,2025-03-06
1345,3241,45.15,2025-02-17
1346,1080,38.33,2025-02-07
1347,1080,16.16,2025-02-09
1348,1080,17.86,2025-02-11
1349,1080,35.57,2025-02-11
1350,1802,30.52,2025-03-16
1351,1802,9.1,2025-03-14
1352,1802,3.24,2025-03-16
1353,1802,29.04,2025-03-17
1354,1802,16.71,2025-03-16
1355,4089,32.42,2025-03-23
1356,4089,36.22,2025-03-21
1357,2820,37.69,2025-03-02
1358,2820,9.02,2025-03-02
1359,2820,43.23,2025-03-04
1360,4101,12.93,2025-03-08
1361,4101,29.99,2025-03-01
1362,4101,30.03,2025-02-28
1363,1860,36.6,2025-03-17
1364,1860,21.47,2025-03-20
1365,1860,45.19,2025-03-21
1366,2439,9.47,2025-01-21
1367,2439,17.08,2025-01-19
1368,2439,20.13,2025-01-16
1369,5312,10.11,2025-01-28
1370,5312,25.13,2025-01-26
1371,5312,45.05,2025-01-25
1372,5312,34.09,2025-01-18
1373,3511,12.78,2025-02-16
1374,5823,9.19,2025-01-14
1375,5823,39.33,2025-01-20
1376,5010,11.44,2025-03-09
1377,1782,29.32,2025-02-04
1378,1782,45.49,2025-02-07
1379,1782,45.1,2025-02-05
1380,1782,19.44,2025-01-31
1381,5333,32.06,2025-01-23
1382,3858,5.22,2025-02-20
1383,3858,48.15,2025-02-20
1384,3858,43.88,2025-02-20
1385,5687,29.19,2025-03-07
1386,3310,14.28,2025-01-05
1387,3310,35.1,2025-01-04
1388,5518,35.09,2025-03-09
1389,5518,10.51,2025-03-13
1390,3220,28.48,2025-02-22
1391,3220,37.66,2025-02-19
1392,3220,45.48,2025-02-19
1393,3220,27.07,2025-02-20
1394,3220,11.96,2025-02-18
1395,5976,38.55,2025-03-27
1396,5976,24.28,2025-03-25
1397,1392,17.3,2025-01-06
1398,1392,5.5,2025-01-16
1399,1392,7.58,2025-01-13
1400,1392,24.84,2025-01-07
1401,1392,28.02,2025-01-07
1402,2398,25.38,2025-03-05
1403,2398,2.45,2025-03-05
1404,3605,36.55,2025-01-28
1405,3605,39.31,2025-02-03
1406,3605,30.26,2025-01-30
1407,3605,31.48,2025-02-06
1408,4191,14.07,2025-03-04
1409,4191,30.85,2025-03-10
1410,4191,32.28,2025-03-11
1411,4191,26.34,2025-03-09
1412,3827,47.66,2025-02-12
1413,3827,14.67,2025-02-12
1414,3827,13.94,2025-02-16
1415,3827,34.53,2025-02-12
1416,3827,16.81,2025-02-16
1417,5355,48.9,2025-01-10
1418,5355,25.39,2025-01-11
1419,5355,44.87,2025-01-14
1420,5355,24.57,2025-01-17
1421,5519,5.14,2025-03-13
1422,5519,34.29,2025-03-17
1423,5871,18.43,2025-03-21
1424,4298,11.28,2025-03-07
1425,4298,38.61,2025-03-06
1426,4298,16.74,2025-03-08
1427,4298,17.35,2025-03-09
1428,4298,24.64,2025-03-13
1429,4906,12.08,2025-03-22
1430,4906,9.41,2025-03-23
1431,4906,11.2,2025-03-15
1432,5852,42.9,2025-02-09
1433,5852,33.79,2025-02-16
1434,5852,47.91,2025-02-12
1435,5852,33.36,2025-02-14
1436,2045,12.97,2025-02-16
1437,2045,24.65,2025-02-16
1438,2045,19.79,2025-02-16
1439,2045,18.01,2025-02-16
1440,5207,23.58,2025-03-02
1441,5207,29.03,2025-03-03
1442,5207,2.26,2025-03-03
1443,2273,48.49,2025-03-18
1444,2273,32.99,2025-03-23
1445,2273,48.79,2025-03-20
1446,2273,2.93,2025-03-22
1447,2035,33.77,2025-02-13
1448,2035,16.14,2025-02-14
1449,2168,17.44,2025-01-23
1450,2168,17.62,2025-01-29
1451,2168,37.46,2025-01-31
1452,4103,26.13,2025-02-06
1453,4103,7.12,2025-02-01
1454,5649,17.61,2025-02-13
1455,5649,47.18,2025-02-18
1456,3190,47.69,2025-01-29
1457,3190,39.49,2025-01-22
1458,3190,35.0,2025-01-28
1459,3190,13.98,2025-01-29
1460,3190,30.12,2025-01-31
1461,1433,4.68,2025-02-06
1462,4032,27.81,2025-02-14
1463,4032,46.32,2025-02-17
1464,4032,24.64,2025-02-11
1465,3040,48.89,2025-03-05
1466,5986,43.94,2025-03-20
1467,5986,16.34,2025-03-27
1468,5986,28.96,2025-03-21
1469,5986,13.76,2025-03-25
1470,4426,38.6,2025-03-23
1471,4426,28.71,2025-03-19
1472,4426,35.09,2025-03-19
1473,4426,39.05,2025-03-17
1474,4426,43.78,2025-03-16
1475,4750,45.43,2025-02-06
1476,4750,37.86,2025-02-08
1477,4750,10.83,2025-02-04
1478,2499,24.11,2025-02-24
1479,2499,11.54,2025-02-26
1480,2499,14.25,2025-02-25
1481,2499,8.72,2025-02-21
1482,4595,21.01,2025-02-11
1483,4595,40.3,2025-02-12
1484,4595,4.88,2025-02-13
1485,4595,19.92,2025-02-13
1486,3899,49.78,2025-01-26
1487,3899,43.9,2025-01-28
1488,3899,39.92,2025-01-25
1489,3899,15.56,2025-01-27
1490,3899,32.44,2025-01-25
1491,4839,6.41,2025-02-12
1492,5114,27.51,2025-01-30
1493,5114,42.61,2025-02-06
1494,5114,29.54,2025-01-30
1495,5114,31.27,2025-02-05
1496,5114,38.08,2025-02-01
1497,3349,24.34,2025-02-15
1498,3349,33.21,2025-02-13
1499,3349,10.71,2025-02-12
1500,3349,18.3,2025-02-20
1501,3259,44.68,2025-03-04
1502,3259,29.58,2025-03-04
1503,3259,31.93,2025-02-26
1504,3259,2.9,2025-03-04
1505,3259,17.46,2025-03-01
1506,4504,43.06,2025-02-15
1507,4504,34.37,2025-02-20
1508,5264,23.96,2025-01-22
1509,5264,11.61,2025-01-24
1510,5264,46.41,2025-01-23
1511,2874,11.05,2025-03-01
1512,2874,11.88,2025-03-01
1513,2874,6.83,2025-03-01
1514,2874,30.88,2025-03-07
1515,2874,39.4,2025-02-27
1516,3500,47.81,2025-03-16
1517,3500,43.78,2025-03-16
1518,3500,33.58,2025-03-14
1519,3500,16.53,2025-03-14
1520,3500,49.56,2025-03-17
1521,1712,39.06,2025-03-06
1522,1712,8.58,2025-03-03
1523,3503,42.03,2025-01-19
1524,3503,3.21,2025-01-24
1525,3503,20.25,2025-01-21
1526,3503,23.04,2025-01-25
1527,4330,39.0,2025-03-09
1528,4330,41.09,2025-03-15
1529,3561,26.31,2025-01-14
1530,1738,7.83,2025-03-26
1531,1738,7.77,2025-03-21
1532,1738,37.54,2025-03-25
1533,1738,37.97,2025-03-23
1534,1738,21.92,2025-03-23
1535,1651,40.38,2025-01-07
1536,1651,24.93,2025-01-11
1537,1628,47.35,2025-01-19
1538,1628,2.34,2025-01-18
1539,1628,21.2,2025-01-24
1540,1628,19.01,2025-01-19
1541,1628,42.14,2025-01-22
1542,2966,16.42,2025-03-02
1543,2966,33.21,2025-02-21
1544,2966,44.04,2025-02-26
1545,2966,47.65,2025-02-20
1546,1767,45.06,2025-03-22
1547,1767,8.75,2025-03-12
1548,1767,10.5,2025-03-15
1549,2352,26.88,2025-01-15
1550,5712,38.58,2025-03-28
1551,5712,30.61,2025-03-21
1552,1470,16.06,2025-02-20
1553,1470,21.9,2025-02-19
1554,1692,10.27,2025-03-16
1555,1692,48.32,2025-03-18
1556,3341,44.19,2025-03-12
1557,3341,39.74,2025-03-08
1558,5539,11.79,2025-02-02
1559,5037,19.9,2025-02-02
1560,5037,31.84,2025-01-27
1561,5037,39.59,2025-01-23
1562,5037,3.36,2025-01-28
1563,1087,37.27,2025-02-10
1564,1087,45.84,2025-02-12
1565,1087,27.88,2025-02-10
1566,1087,36.67,2025-02-19
1567,4473,6.8,2025-03-11
1568,4473,45.06,2025-03-14
1569,5167,49.42,2025-01-23
1570,2117,24.28,2025-01-17
1571,4929,23.13,2025-02-14
1572,4929,40.84,2025-02-15
1573,4929,16.94,2025-02-06
1574,4929,45.17,2025-02-13
1575,5078,17.49,2025-02-02
1576,5078,19.54,2025-02-08
1577,5078,34.07,2025-02-09
1578,5361,25.64,2025-03-21
1579,4321,8.03,2025-01-05
1580,4321,8.22,2025-01-10
1581,4321,12.82,2025-01-04
1582,4321,37.66,2025-01-03
1583,4321,15.54,2025-01-08
1584,1113,13.98,2025-03-06
1585,1113,10.85,2025-03-09
1586,1113,16.44,2025-03-15
1587,1113,34.07,2025-03-12
1588,1113,26.8,2025-03-13
1589,2557,17.73,2025-02-10
1590,2557,33.73,2025-02-13
1591,2557,37.34,2025-02-17
1592,4481,32.32,2025-01-12
1593,5377,2.68,2025-01-04
1594,5377,3.63,2025-01-12
1595,3826,21.03,2025-02-06
1596,3826,29.45,2025-02-04
1597,3000,11.0,2025-02-07
1598,3000,21.46,2025-02-11
1599,3000,23.74,2025-02-05
1600,3000,28.19,2025-02-06
1601,5326,33.45,2025-03-04
1602,5990,18.18,2025-02-23
1603,5990,14.24,2025-02-20
1604,5990,39.05,2025-02-25
1605,5990,33.83,2025-02-25
1606,5990,43.09,2025-02-28
1607,1346,5.02,2025-01-06
1608,1346,22.46,2025-01-07
1609,1346,48.3,2025-01-02
1610,1346,6.53,2025-01-04
1611,1346,41.83,2025-01-09
1612,5975,36.2,2025-03-02
1613,4675,16.73,2025-01-17
1614,4675,28.55,2025-01-18
1615,2380,10.76,2025-03-26
1616,5288,8.79,2025-03-08
1617,5288,12.64,2025-03-15
1618,5288,11.53,2025-03-05
1619,5288,27.22,2025-03-10
1620,5288,29.01,2025-03-07
1621,2432,4.25,2025-03-26
1622,2432,19.4,2025-03-26
1623,2432,35.29,2025-03-21
1624,2432,9.99,2025-03-26
1625,2432,6.8,2025-03-20
1626,1615,32.44,2025-03-03
1627,1615,12.85,2025-03-02
1628,4006,47.22,2025-02-01
1629,4006,22.34,2025-02-02
1630,2092,4.34,2025-02-05
1631,2092,16.22,2025-02-07
1632,5208,44.89,2025-01-24
1633,5208,17.44,2025-01-25
1634,5208,2.01,2025-01-22
1635,5208,35.99,2025-01-22
1636,5208,16.95,2025-01-28
1637,3894,48.04,2025-03-14
1638,3894,38.24,2025-03-05
1639,3894,8.89,2025-03-07
1640,3894,38.69,2025-03-07
1641,3894,20.77,2025-03-08
1642,1417,22.1,2025-02-28
1643,1417,11.27,2025-02-27
1644,4462,12.85,2025-01-05
1645,4462,8.73,2025-01-08
1646,4462,7.92,2025-01-10
1647,5059,9.28,2025-03-17
1648,5059,8.83,2025-03-14
1649,5059,38.5,2025-03-11
1650,5059,32.55,2025-03-07
1651,5059,16.93,2025-03-15
1652,4105,30.72,2025-01-24
1653,4057,23.03,2025-02-03
1654,4057,27.97,2025-01-25
1655,1927,9.37,2025-03-04
1656,1927,44.0,2025-03-02
1657,1927,20.3,2025-02-25
1658,1927,7.41,2025-03-01
1659,1927,22.43,2025-03-04
1660,3768,38.4,2025-02-25
1661,3768,27.09,2025-02-21
1662,3046,48.06,2025-03-12
1663,5416,43.72,2025-03-22
1664,5416,25.73,2025-03-29
1665,5416,22.23,2025-03-25
1666,1965,42.42,2025-01-31
1667,3376,32.72,2025-03-24
1668,3376,22.13,2025-03-25
1669,3376,49.18,2025-03-24
1670,4957,6.84,2025-02-08
1671,3404,30.11,2025-03-18
1672,3404,30.36,2025-03-18
1673,3404,14.75,2025-03-25
1674,3404,28.9,2025-03-22
1675,3168,31.11,2025-03-10
1676,3168,20.35,2025-03-14
1677,3168,7.16,2025-03-13
1678,3168,47.79,2025-03-14
1679,3168,6.55,2025-03-13
1680,2745,29.84,2025-01-08
1681,2745,22.24,2025-01-12
1682,1018,18.66,2025-01-04
1683,1018,42.9,2025-01-11
1684,1018,43.43,2025-01-13
1685,1018,47.12,2025-01-04
1686,5659,45.58,2025-03-17
1687,5659,29.2,2025-03-10
1688,5659,32.26,2025-03-07
1689,5659,6.73,2025-03-12
1690,4224,36.98,2025-01-01
1691,4224,19.2,2025-01-05
1692,4224,18.5,2025-01-11
1693,4224,15.27,2025-01-04
1694,2781,23.98,2025-02-28
1695,3497,12.04,2025-02-23
1696,3497,33.11,2025-03-01
1697,3497,38.15,2025-02-27
1698,5223,43.11,2025-01-29
1699,5223,18.88,2025-01-27
1700,1290,17.18,2025-01-24
1701,1290,6.85,2025-01-25
