user_id,reg_date,country,device,channel
2278,2025-03-11,UK,iOS,Organic
2279,2025-02-02,USA,Android,Facebook Ads
2280,2025-01-23,USA,Android,Organic
2281,2025-01-15,UK,Android,Organic
2282,2025-01-04,UK,Android,Organic
2283,2025-01-17,UK,iOS,Organic
2284,2025-01-02,USA,iOS,Facebook Ads
2285,2025-02-15,Poland,Android,Organic
2286,2025-01-31,UK,iOS,Organic
2287,2025-03-17,UK,iOS,Google Search
2288,2025-02-11,Germany,iOS,TikTok
2289,2025-01-03,UK,iOS,Google Search
2290,2025-01-23,Germany,iOS,Facebook Ads
2291,2025-02-03,Germany,iOS,Google Search
2292,2025-01-07,Poland,Android,TikTok
2293,2025-01-17,UK,Android,Google Search
2294,2025-02-23,Poland,Android,Organic
2295,2025-03-09,USA,iOS,Organic
2296,2025-01-15,Poland,iOS,Google Search
2297,2025-01-09,Ukraine,iOS,Facebook Ads
2298,2025-03-02,Ukraine,Android,Organic
2299,2025-02-27,Ukraine,Android,Google Search
2300,2025-02-16,Germany,iOS,Organic
2301,2025-03-07,Ukraine,Android,Google Search
2302,2025-03-17,Poland,iOS,Google Search
2303,2025-01-14,UK,Android,Organic
2304,2025-02-27,Germany,Android,Google Search
2305,2025-03-06,Germany,Android,Google Search
2306,2025-01-29,Ukraine,Android,Google Search
2307,2025-03-20,USA,Android,Google Search
2308,2025-01-06,USA,iOS,Organic
2309,2025-03-08,UK,Android,Organic
2310,2025-02-08,Poland,iOS,Google Search
2311,2025-02-28,Ukraine,Android,Organic
2312,2025-01-04,Poland,Android,Organic
2313,2025-01-08,USA,Android,Facebook Ads
2314,2025-03-03,USA,Android,Facebook Ads
2315,2025-02-21,Ukraine,Android,TikTok
2316,2025-02-24,USA,Android,Organic
2317,2025-01-14,USA,Android,Organic
2318,2025-03-04,UK,iOS,Organic
2319,2025-02-26,UK,iOS,Facebook Ads
2320,2025-01-10,USA,iOS,Organic
2321,2025-01-11,Ukraine,iOS,Organic
2322,2025-02-11,Ukraine,Android,Organic
2323,2025-03-19,USA,iOS,Google Search
2324,2025-01-19,USA,Android,Facebook Ads
2325,2025-01-09,Germany,iOS,Facebook Ads
2326,2025-01-17,UK,iOS,TikTok
2327,2025-02-05,UK,Android,Google Search
2328,2025-03-21,Ukraine,Android,Google Search
2329,2025-03-16,Poland,Android,Facebook Ads
2330,2025-03-12,Poland,Android,Facebook Ads
2331,2025-02-11,USA,Android,Organic
2332,2025-02-18,USA,iOS,Organic
2333,2025-03-18,Germany,Android,Organic
2334,2025-03-09,Germany,Android,Facebook Ads
2335,2025-02-07,Ukraine,Android,Organic
2336,2025-02-28,Poland,iOS,Facebook Ads
2337,2025-03-06,Germany,Android,Facebook Ads
2338,2025-03-19,Poland,iOS,Google Search
2339,2025-02-25,Germany,iOS,Facebook Ads
2340,2025-01-13,UK,iOS,Facebook Ads
2341,2025-01-15,USA,Android,Organic
2342,2025-03-12,Germany,Android,Organic
2343,2025-01-28,Germany,Android,Organic
2344,2025-02-25,Ukraine,Android,Google Search
2345,2025-02-27,UK,Android,Facebook Ads
2346,2025-01-30,USA,iOS,Facebook Ads
2347,2025-02-22,UK,iOS,TikTok
2348,2025-02-13,USA,Android,Organic
2349,2025-02-28,UK,iOS,Organic
2350,2025-02-21,UK,Android,Facebook Ads
2351,2025-02-23,Ukraine,Android,Organic
2352,2025-01-13,Poland,Android,Facebook Ads
2353,2025-02-10,UK,Android,Organic
2354,2025-02-24,USA,Android,TikTok
2355,2025-02-10,USA,Android,TikTok
2356,2025-02-02,Ukraine,Android,Organic
2357,2025-02-17,Poland,Android,Google Search
2358,2025-01-20,USA,iOS,TikTok
2359,2025-03-02,Ukraine,Android,Organic
2360,2025-01-09,USA,Android,Facebook Ads
2361,2025-01-12,Germany,iOS,Google Search
2362,2025-01-11,UK,Android,Facebook Ads
2363,2025-01-12,Poland,Android,Google Search
2364,2025-02-25,UK,Android,Google Search
2365,2025-01-13,UK,iOS,Organic
2366,2025-02-17,Germany,Android,Google Search
2367,2025-01-17,Poland,Android,Facebook Ads
2368,2025-03-13,UK,iOS,Organic
2369,2025-01-08,Ukraine,iOS,Organic
2370,2025-03-17,USA,Android,Organic
2371,2025-03-13,USA,iOS,Google Search
2372,2025-03-13,Ukraine,Android,TikTok
2373,2025-02-12,USA,Android,TikTok
2374,2025-01-16,Germany,iOS,Facebook Ads
2375,2025-02-22,Ukraine,Android,Facebook Ads
2376,2025-02-15,Germany,Android,Organic
2377,2025-02-24,Poland,Android,Organic
2378,2025-01-07,USA,iOS,TikTok
2379,2025-02-06,Germany,Android,Organic
2380,2025-03-18,USA,iOS,Organic
2381,2025-02-09,Poland,iOS,Organic
2382,2025-02-15,UK,Android,Facebook Ads
2383,2025-01-14,USA,iOS,Facebook Ads
2384,2025-03-15,Poland,Android,Google Search
2385,2025-03-06,Ukraine,iOS,Organic
2386,2025-01-28,USA,Android,Organic
2387,2025-01-20,Ukraine,iOS,Organic
2388,2025-03-03,Poland,Android,Facebook Ads
2389,2025-01-29,Ukraine,Android,Organic
2390,2025-01-14,Germany,iOS,Facebook Ads
2391,2025-02-14,UK,iOS,Google Search
2392,2025-03-13,Ukraine,iOS,Organic
2393,2025-02-17,Germany,Android,Organic
2394,2025-01-15,UK,iOS,TikTok
2395,2025-02-05,Poland,Android,Facebook Ads
2396,2025-03-15,Poland,Android,Google Search
2397,2025-01-29,USA,iOS,Google Search
2398,2025-02-24,Germany,Android,Google Search
2399,2025-03-13,UK,Android,Organic
2400,2025-03-21,USA,iOS,Organic
2401,2025-03-20,USA,iOS,Organic
2402,2025-03-13,Poland,iOS,Facebook Ads
2403,2025-01-04,Ukraine,Android,Organic
2404,2025-03-19,UK,Android,Facebook Ads
2405,2025-02-04,Poland,Android,Organic
2406,2025-01-04,Poland,Android,Google Search
2407,2025-01-24,Ukraine,Android,Google Search
2408,2025-02-04,Germany,Android,Organic
2409,2025-02-09,Germany,Android,TikTok
2410,2025-02-13,UK,iOS,Facebook Ads
2411,2025-02-14,Ukraine,iOS,Google Search
2412,2025-01-01,Ukraine,iOS,Organic
2413,2025-01-24,USA,iOS,Google Search
2414,2025-01-19,Ukraine,Android,Facebook Ads
2415,2025-03-14,UK,Android,Google Search
2416,2025-02-21,Ukraine,iOS,Google Search
2417,2025-01-09,USA,iOS,TikTok
2418,2025-01-19,Germany,Android,Organic
2419,2025-01-04,Ukraine,Android,Organic
2420,2025-01-12,Ukraine,iOS,TikTok
2421,2025-03-09,UK,Android,Google Search
2422,2025-01-28,USA,iOS,Facebook Ads
2423,2025-02-18,Ukraine,iOS,Facebook Ads
2424,2025-02-23,UK,Android,Google Search
2425,2025-02-28,USA,Android,Facebook Ads
2426,2025-02-13,Poland,iOS,TikTok
2427,2025-01-21,USA,Android,Organic
2428,2025-02-17,Poland,Android,Facebook Ads
2429,2025-02-09,Poland,Android,Organic
2430,2025-02-11,USA,Android,Organic
2431,2025-03-14,USA,Android,TikTok
2432,2025-03-18,UK,Android,Organic
2433,2025-01-11,USA,Android,Organic
2434,2025-01-07,Germany,iOS,Organic
2435,2025-01-20,Ukraine,iOS,Organic
2436,2025-01-21,USA,iOS,Organic
2437,2025-03-21,Poland,Android,Facebook Ads
2438,2025-01-07,Poland,iOS,Facebook Ads
2439,2025-01-11,USA,Android,Organic
2440,2025-02-04,Ukraine,Android,Facebook Ads
2441,2025-02-26,Ukraine,iOS,Facebook Ads
2442,2025-02-24,UK,Android,Organic
2443,2025-03-04,UK,Android,Facebook Ads
2444,2025-03-19,UK,Android,Organic
2445,2025-02-26,Ukraine,iOS,Organic
2446,2025-02-23,Poland,Android,TikTok
2447,2025-02-04,UK,Android,Google Search
2448,2025-01-28,USA,Android,Facebook Ads
2449,2025-03-07,UK,Android,Organic
2450,2025-01-15,USA,Android,Organic
2451,2025-02-14,USA,Android,TikTok
2452,2025-02-25,Poland,Android,Google Search
2453,2025-01-15,USA,Android,Google Search
2454,2025-02-06,UK,iOS,TikTok
2455,2025-03-17,Poland,Android,Facebook Ads
2456,2025-03-04,Poland,Android,Organic
2457,2025-03-09,Ukraine,Android,Google Search
2458,2025-02-09,USA,iOS,Facebook Ads
2459,2025-01-06,UK,Android,Google Search
2460,2025-01-29,USA,iOS,Facebook Ads
2461,2025-02-20,UK,Android,Organic
2462,2025-03-18,Germany,iOS,TikTok
2463,2025-01-08,Ukraine,Android,Facebook Ads
2464,2025-01-01,Poland,Android,Organic
2465,2025-01-27,Ukraine,iOS,Facebook Ads
2466,2025-02-08,Germany,Android,Organic
2467,2025-01-28,Ukraine,Android,Facebook Ads
2468,2025-01-18,Ukraine,Android,TikTok
2469,2025-02-02,Germany,Android,Organic
2470,2025-02-07,Ukraine,Android,Organic
2471,2025-02-11,Ukraine,Android,Organic
2472,2025-01-16,Germany,Android,Organic
2473,2025-01-01,Germany,Android,TikTok
2474,2025-03-05,Poland,iOS,Organic
2475,2025-02-25,UK,Android,TikTok
2476,2025-01-23,UK,Android,Organic
2477,2025-01-17,Germany,Android,Facebook Ads
2478,2025-02-18,UK,Android,Organic
2479,2025-03-10,USA,Android,Facebook Ads
2480,2025-01-30,USA,Android,Organic
2481,2025-03-06,USA,iOS,Google Search
2482,2025-03-13,Poland,Android,Organic
2483,2025-02-15,UK,iOS,Facebook Ads
2484,2025-01-10,Ukraine,iOS,Facebook Ads
2485,2025-02-20,Germany,iOS,Google Search
2486,2025-01-06,UK,iOS,TikTok
2487,2025-02-25,Poland,Android,Google Search
2488,2025-01-03,Ukraine,iOS,Google Search
2489,2025-02-28,Germany,Android,Organic
2490,2025-01-10,Ukraine,iOS,Organic
2491,2025-02-10,Germany,iOS,Facebook Ads
2492,2025-03-15,USA,iOS,Google Search
2493,2025-02-24,Germany,iOS,Facebook Ads
2494,2025-03-15,Germany,Android,TikTok
2495,2025-02-21,Poland,Android,Facebook Ads
2496,2025-02-23,Poland,Android,Google Search
2497,2025-02-07,Poland,Android,Facebook Ads
2498,2025-01-15,UK,iOS,Facebook Ads
2499,2025-02-21,USA,Android,Organic
2500,2025-01-03,USA,Android,Facebook Ads
2501,2025-02-11,Germany,Android,Facebook Ads
2502,2025-01-22,Poland,iOS,Google Search
2503,2025-03-21,USA,iOS,Facebook Ads
2504,2025-02-28,USA,iOS,Facebook Ads
2505,2025-02-16,Germany,iOS,Organic
2506,2025-01-12,Germany,Android,Organic
2507,2025-02-25,Ukraine,Android,TikTok
2508,2025-01-14,Ukraine,Android,Organic
2509,2025-02-01,Germany,Android,Organic
2510,2025-02-25,Ukraine,Android,Facebook Ads
2511,2025-03-17,USA,Android,Organic
2512,2025-02-21,Germany,Android,Organic
2513,2025-03-09,Germany,iOS,Organic
2514,2025-01-11,Poland,iOS,Organic
2515,2025-02-20,USA,iOS,Facebook Ads
2516,2025-02-09,USA,Android,Organic
2517,2025-02-13,UK,Android,Organic
2518,2025-01-29,UK,iOS,TikTok
2519,2025-02-12,Poland,Android,Facebook Ads
2520,2025-01-22,UK,iOS,Facebook Ads
2521,2025-01-10,Ukraine,Android,Facebook Ads
2522,2025-03-07,Germany,iOS,Organic
2523,2025-01-15,Ukraine,iOS,Facebook Ads
2524,2025-03-09,USA,Android,Facebook Ads
2525,2025-03-07,UK,iOS,TikTok
2526,2025-01-25,Ukraine,iOS,Facebook Ads
2527,2025-02-14,USA,iOS,Organic
2528,2025-02-14,UK,Android,Google Search
2529,2025-01-19,Germany,Android,Organic
2530,2025-01-31,Germany,iOS,Organic
2531,2025-01-14,UK,Android,TikTok
2532,2025-01-19,Germany,Android,TikTok
2533,2025-02-02,Poland,iOS,Facebook Ads
2534,2025-01-26,UK,Android,Facebook Ads
2535,2025-01-23,Poland,iOS,Facebook Ads
2536,2025-03-19,UK,iOS,Organic
2537,2025-01-20,Poland,Android,Organic
2538,2025-01-10,Germany,iOS,Google Search
2539,2025-01-23,Germany,Android,Organic
2540,2025-03-22,Ukraine,Android,Facebook Ads
2541,2025-03-05,USA,iOS,Organic
2542,2025-03-01,Poland,Android,TikTok
2543,2025-03-14,UK,iOS,Facebook Ads
2544,2025-03-16,Germany,Android,Google Search
2545,2025-02-27,Germany,Android,Facebook Ads
2546,2025-03-14,UK,Android,Organic
2547,2025-03-21,USA,Android,Organic
2548,2025-02-11,UK,iOS,Facebook Ads
2549,2025-03-22,Poland,Android,Google Search
2550,2025-02-10,Poland,Android,Google Search
2551,2025-01-20,Ukraine,Android,Organic
2552,2025-02-26,UK,Android,Organic
2553,2025-01-09,Germany,Android,Facebook Ads
2554,2025-03-02,Ukraine,iOS,Organic
2555,2025-02-26,UK,iOS,Organic
2556,2025-03-22,UK,Android,Google Search
2557,2025-02-08,Germany,Android,Facebook Ads
2558,2025-02-05,USA,Android,Organic
2559,2025-03-17,UK,Android,TikTok
2560,2025-01-08,Ukraine,iOS,Facebook Ads
2561,2025-02-15,Germany,iOS,Google Search
2562,2025-03-06,Poland,Android,Facebook Ads
2563,2025-01-10,USA,iOS,Organic
2564,2025-02-09,Germany,Android,Facebook Ads
2565,2025-03-01,Ukraine,Android,Google Search
2566,2025-02-27,UK,Android,Organic
2567,2025-01-05,Ukraine,iOS,Organic
2568,2025-01-08,UK,Android,Google Search
2569,2025-02-17,Germany,Android,Google Search
2570,2025-02-06,USA,Android,Organic
2571,2025-01-10,Germany,iOS,Facebook Ads
2572,2025-01-12,Ukraine,Android,Facebook Ads
2573,2025-03-20,Ukraine,Android,Organic
2574,2025-03-18,Poland,iOS,Facebook Ads
2575,2025-03-06,Poland,iOS,Organic
2576,2025-02-19,UK,iOS,TikTok
2577,2025-03-01,Ukraine,Android,Facebook Ads
2578,2025-03-16,Poland,Android,Google Search
2579,2025-03-12,Poland,Android,Organic
2580,2025-01-06,Germany,iOS,Organic
2581,2025-02-27,UK,iOS,TikTok
2582,2025-03-15,USA,Android,Organic
2583,2025-01-25,Germany,Android,Facebook Ads
2584,2025-02-11,UK,Android,Organic
2585,2025-03-19,UK,iOS,Google Search
2586,2025-03-02,Germany,Android,Google Search
2587,2025-03-06,Poland,Android,Facebook Ads
2588,2025-01-20,Poland,Android,Facebook Ads
2589,2025-01-08,USA,Android,Organic
2590,2025-02-27,USA,Android,Google Search
2591,2025-01-14,UK,Android,Google Search
2592,2025-02-13,USA,iOS,Google Search
2593,2025-01-11,Germany,iOS,Organic
2594,2025-03-06,USA,Android,Organic
2595,2025-01-23,Ukraine,Android,Facebook Ads
2596,2025-01-06,UK,iOS,Facebook Ads
2597,2025-02-01,Ukraine,iOS,Facebook Ads
2598,2025-02-26,UK,iOS,TikTok
2599,2025-02-26,UK,Android,Organic
2600,2025-03-09,Germany,iOS,Organic
2601,2025-03-08,Poland,iOS,Organic
2602,2025-03-20,USA,iOS,Google Search
2603,2025-01-21,Ukraine,iOS,Organic
2604,2025-02-16,USA,iOS,Organic
2605,2025-02-17,UK,Android,Facebook Ads
2606,2025-02-06,Ukraine,iOS,Facebook Ads
2607,2025-02-19,Ukraine,Android,Organic
2608,2025-02-22,UK,iOS,TikTok
2609,2025-02-13,USA,Android,Google Search
2610,2025-03-18,Ukraine,Android,Organic
2611,2025-01-07,USA,Android,Organic
2612,2025-03-22,Ukraine,Android,Facebook Ads
2613,2025-02-12,Poland,iOS,Facebook Ads
2614,2025-01-09,Germany,iOS,Facebook Ads
2615,2025-02-12,UK,Android,Organic
2616,2025-01-13,Germany,Android,Facebook Ads
2617,2025-03-13,USA,Android,Google Search
2618,2025-02-19,Germany,Android,Organic
2619,2025-02-06,Germany,Android,Organic
2620,2025-02-02,Germany,Android,Facebook Ads
2621,2025-03-19,Germany,iOS,Google Search
2622,2025-01-20,UK,Android,Google Search
2623,2025-02-12,Poland,Android,Organic
2624,2025-01-11,Poland,iOS,Organic
2625,2025-03-16,Germany,Android,Facebook Ads
2626,2025-01-19,Poland,iOS,Organic
2627,2025-02-14,Poland,Android,Organic
2628,2025-02-09,UK,iOS,Organic
2629,2025-02-20,Germany,Android,Organic
2630,2025-01-17,USA,Android,Google Search
2631,2025-03-18,Germany,iOS,Facebook Ads
2632,2025-01-11,Poland,Android,Organic
2633,2025-02-09,USA,Android,Organic
2634,2025-03-13,Poland,Android,Organic
2635,2025-02-18,Poland,iOS,Google Search
2636,2025-02-12,Ukraine,iOS,TikTok
2637,2025-01-17,Ukraine,iOS,Organic
2638,2025-03-09,Ukraine,Android,Facebook Ads
2639,2025-01-12,Poland,Android,Google Search
2640,2025-02-24,Germany,Android,Organic
2641,2025-03-07,Germany,Android,Organic
2642,2025-02-16,Poland,Android,Google Search
2643,2025-01-03,Ukraine,Android,Organic
2644,2025-02-16,Poland,iOS,Facebook Ads
2645,2025-02-09,Germany,Android,Google Search
2646,2025-01-24,Germany,iOS,Organic
2647,2025-01-28,UK,Android,Organic
2648,2025-02-13,Germany,Android,Organic
2649,2025-03-04,UK,Android,Organic
2650,2025-01-25,Poland,iOS,Facebook Ads
2651,2025-01-29,Germany,iOS,Organic
2652,2025-01-18,UK,iOS,Google Search
2653,2025-01-20,Germany,iOS,Facebook Ads
2654,2025-01-10,UK,iOS,Facebook Ads
2655,2025-02-07,Germany,Android,Google Search
2656,2025-01-13,Germany,Android,Facebook Ads
2657,2025-03-06,USA,iOS,Google Search
2658,2025-03-11,Poland,iOS,Facebook Ads
2659,2025-03-09,Poland,Android,Facebook Ads
2660,2025-01-05,Germany,Android,Organic
2661,2025-02-13,UK,Android,Google Search
2662,2025-03-21,Ukraine,Android,Google Search
2663,2025-01-17,UK,Android,Organic
2664,2025-03-18,Germany,Android,Organic
2665,2025-02-18,Poland,Android,Organic
2666,2025-01-20,UK,iOS,Google Search
2667,2025-01-21,USA,Android,Organic
2668,2025-01-24,Germany,iOS,Facebook Ads
2669,2025-03-21,UK,Android,Facebook Ads
2670,2025-01-22,UK,iOS,Google Search
2671,2025-02-26,USA,Android,Organic
2672,2025-01-06,Ukraine,Android,Facebook Ads
2673,2025-02-22,Ukraine,Android,Facebook Ads
2674,2025-02-16,UK,Android,Facebook Ads
2675,2025-01-31,Germany,iOS,Organic
2676,2025-02-26,USA,iOS,Organic
2677,2025-03-20,Ukraine,Android,Facebook Ads
2678,2025-02-06,UK,iOS,Organic
2679,2025-02-27,Germany,Android,Organic
2680,2025-01-30,Ukraine,iOS,Organic
2681,2025-03-10,Poland,Android,Facebook Ads
2682,2025-01-31,UK,Android,Organic
2683,2025-02-09,USA,Android,Google Search
2684,2025-03-02,Germany,iOS,Organic
2685,2025-01-25,UK,Android,Facebook Ads
2686,2025-02-17,Ukraine,Android,Google Search
2687,2025-03-15,UK,Android,Google Search
2688,2025-02-26,UK,Android,Organic
2689,2025-03-01,Ukraine,Android,Facebook Ads
2690,2025-02-06,Poland,iOS,Organic
2691,2025-02-18,Germany,Android,Facebook Ads
2692,2025-03-06,Ukraine,iOS,Organic
2693,2025-03-09,UK,iOS,Organic
2694,2025-02-23,UK,iOS,Organic
2695,2025-01-21,USA,iOS,Organic
2696,2025-01-26,UK,iOS,Organic
2697,2025-03-19,Ukraine,iOS,Google Search
2698,2025-01-18,USA,Android,Organic
2699,2025-02-02,UK,Android,Facebook Ads
2700,2025-01-07,Ukraine,Android,Organic
2701,2025-03-03,Germany,Android,Organic
2702,2025-02-17,Germany,iOS,Google Search
2703,2025-03-12,UK,Android,Google Search
2704,2025-01-14,Germany,Android,Google Search
2705,2025-03-08,UK,iOS,Organic
2706,2025-01-16,USA,Android,TikTok
2707,2025-02-06,Germany,iOS,Organic
2708,2025-01-11,USA,Android,Organic
2709,2025-01-21,USA,Android,TikTok
2710,2025-02-04,USA,iOS,Facebook Ads
2711,2025-02-27,Poland,iOS,Facebook Ads
2712,2025-03-07,Ukraine,Android,Organic
2713,2025-01-19,UK,Android,Organic
2714,2025-02-25,USA,iOS,Organic
2715,2025-01-12,UK,Android,Google Search
2716,2025-01-29,USA,iOS,Facebook Ads
2717,2025-02-27,Ukraine,Android,Google Search
2718,2025-02-14,Germany,Android,Facebook Ads
2719,2025-01-04,UK,iOS,Facebook Ads
2720,2025-02-23,Poland,iOS,Organic
2721,2025-01-07,UK,iOS,Facebook Ads
2722,2025-02-20,Ukraine,iOS,Organic
2723,2025-03-06,USA,iOS,Google Search
2724,2025-02-17,UK,Android,Organic
2725,2025-01-31,Ukraine,iOS,Facebook Ads
2726,2025-02-19,USA,Android,Google Search
2727,2025-01-11,Germany,Android,Facebook Ads
2728,2025-02-17,Ukraine,Android,TikTok
2729,2025-01-29,Poland,Android,Organic
2730,2025-01-04,UK,iOS,Google Search
2731,2025-02-10,Ukraine,Android,Facebook Ads
2732,2025-01-13,USA,Android,TikTok
2733,2025-02-12,USA,Android,Google Search
2734,2025-01-19,Poland,iOS,Facebook Ads
2735,2025-01-18,UK,Android,Organic
2736,2025-01-05,USA,Android,TikTok
2737,2025-02-06,USA,iOS,Facebook Ads
2738,2025-03-02,USA,iOS,Facebook Ads
2739,2025-01-18,Ukraine,Android,TikTok
2740,2025-03-02,Ukraine,Android,Facebook Ads
2741,2025-02-27,UK,Android,Facebook Ads
2742,2025-03-20,Poland,Android,Organic
2743,2025-01-01,UK,iOS,Organic
2744,2025-01-11,Poland,Android,Google Search
2745,2025-01-03,Germany,Android,TikTok
2746,2025-02-02,USA,iOS,Organic
2747,2025-01-28,Poland,iOS,Facebook Ads
2748,2025-01-20,USA,Android,TikTok
2749,2025-03-12,Poland,iOS,Google Search
2750,2025-03-19,Germany,Android,Facebook Ads
2751,2025-03-09,Poland,iOS,Organic
2752,2025-02-24,UK,iOS,Google Search
2753,2025-01-15,Ukraine,iOS,Facebook Ads
2754,2025-02-06,USA,Android,Facebook Ads
2755,2025-01-31,Ukraine,Android,Google Search
2756,2025-02-08,Poland,Android,Organic
2757,2025-01-16,UK,Android,Organic
2758,2025-01-07,Poland,iOS,TikTok
2759,2025-01-31,Germany,Android,Facebook Ads
2760,2025-02-23,Germany,Android,Facebook Ads
2761,2025-03-21,Germany,Android,Facebook Ads
2762,2025-02-28,Poland,iOS,Facebook Ads
2763,2025-01-09,Germany,Android,Facebook Ads
2764,2025-01-15,Poland,iOS,Organic
2765,2025-03-05,Poland,iOS,TikTok
2766,2025-03-18,UK,Android,TikTok
2767,2025-03-10,USA,Android,Facebook Ads
2768,2025-01-03,Ukraine,iOS,Organic
2769,2025-03-22,USA,iOS,Google Search
2770,2025-03-07,Ukraine,Android,Facebook Ads
2771,2025-03-15,Ukraine,Android,Organic
2772,2025-01-31,Poland,Android,Organic
2773,2025-01-19,Germany,Android,Facebook Ads
2774,2025-02-07,Germany,Android,Google Search
2775,2025-02-24,Germany,iOS,Facebook Ads
2776,2025-01-01,USA,Android,Organic
2777,2025-03-20,Germany,Android,Google Search
2778,2025-02-15,UK,iOS,TikTok
2779,2025-01-31,Poland,Android,Facebook Ads
2780,2025-03-15,Germany,iOS,Google Search
2781,2025-02-23,Germany,Android,Google Search
2782,2025-01-24,Germany,Android,Organic
2783,2025-01-11,USA,Android,Google Search
2784,2025-03-09,Poland,Android,Organic
2785,2025-02-16,UK,Android,Organic
2786,2025-01-09,Germany,Android,TikTok
2787,2025-03-09,Ukraine,Android,Organic
2788,2025-03-11,USA,iOS,Organic
2789,2025-03-06,Germany,Android,Organic
2790,2025-03-06,Germany,iOS,Organic
2791,2025-03-12,USA,Android,Google Search
2792,2025-01-03,UK,Android,Google Search
2793,2025-02-19,Ukraine,Android,Google Search
2794,2025-03-02,Ukraine,iOS,Google Search
2795,2025-01-06,UK,iOS,Facebook Ads
2796,2025-02-19,USA,Android,TikTok
2797,2025-02-17,Germany,iOS,Google Search
2798,2025-02-02,UK,iOS,Facebook Ads
2799,2025-01-03,USA,iOS,Organic
2800,2025-02-15,USA,Android,Facebook Ads
2801,2025-01-09,USA,Android,Facebook Ads
2802,2025-02-14,USA,iOS,Facebook Ads
2803,2025-01-31,Ukraine,iOS,Google Search
2804,2025-03-22,USA,iOS,Google Search
2805,2025-01-14,UK,Android,Organic
2806,2025-03-16,Germany,Android,Organic
2807,2025-02-12,Germany,iOS,Google Search
2808,2025-01-18,Poland,iOS,Google Search
2809,2025-01-06,UK,iOS,Google Search
2810,2025-02-15,Poland,Android,Organic
2811,2025-03-11,UK,Android,Facebook Ads
2812,2025-02-13,USA,iOS,Facebook Ads
2813,2025-01-23,Poland,iOS,Organic
2814,2025-03-01,USA,iOS,Google Search
2815,2025-03-03,UK,Android,Facebook Ads
2816,2025-03-22,Ukraine,iOS,Facebook Ads
2817,2025-01-24,Ukraine,Android,TikTok
2818,2025-01-18,Ukraine,Android,Organic
2819,2025-01-09,Ukraine,iOS,Organic
2820,2025-02-28,Germany,iOS,Google Search
2821,2025-01-05,Ukraine,iOS,Organic
2822,2025-02-07,UK,Android,TikTok
2823,2025-01-26,Ukraine,Android,TikTok
2824,2025-01-06,Germany,Android,Facebook Ads
2825,2025-01-26,USA,Android,Organic
2826,2025-01-06,Poland,iOS,Facebook Ads
2827,2025-02-10,USA,Android,Facebook Ads
2828,2025-02-09,USA,Android,Organic
2829,2025-03-07,Poland,iOS,Google Search
2830,2025-02-20,Ukraine,Android,TikTok
2831,2025-03-11,Ukraine,Android,Facebook Ads
2832,2025-03-02,UK,Android,Organic
2833,2025-02-02,Ukraine,Android,TikTok
2834,2025-01-05,Ukraine,Android,TikTok
2835,2025-01-25,UK,Android,Facebook Ads
2836,2025-02-06,Poland,iOS,Google Search
2837,2025-02-15,UK,iOS,Organic
2838,2025-01-07,Ukraine,Android,Facebook Ads
2839,2025-02-12,Ukraine,iOS,TikTok
2840,2025-02-04,Ukraine,iOS,TikTok
2841,2025-01-16,UK,Android,Facebook Ads
2842,2025-02-17,Poland,Android,Facebook Ads
2843,2025-02-25,Germany,Android,Facebook Ads
2844,2025-02-21,UK,Android,TikTok
2845,2025-02-26,Poland,iOS,Facebook Ads
2846,2025-02-19,Ukraine,iOS,Google Search
2847,2025-02-13,Poland,iOS,Google Search
2848,2025-01-24,USA,Android,Organic
2849,2025-03-05,USA,Android,Facebook Ads
2850,2025-03-05,Germany,iOS,Facebook Ads
2851,2025-02-17,Ukraine,Android,TikTok
2852,2025-03-08,Germany,Android,TikTok
2853,2025-02-04,USA,Android,Organic
2854,2025-01-11,Germany,Android,Facebook Ads
2855,2025-02-24,USA,iOS,Google Search
2856,2025-01-11,USA,Android,Organic
2857,2025-02-25,Poland,Android,Facebook Ads
2858,2025-03-19,Ukraine,Android,TikTok
2859,2025-01-24,USA,Android,Organic
2860,2025-03-11,Ukraine,Android,Facebook Ads
2861,2025-02-07,Germany,Android,TikTok
2862,2025-02-11,Germany,iOS,TikTok
2863,2025-01-14,USA,Android,Facebook Ads
2864,2025-01-11,Ukraine,Android,Organic
2865,2025-02-11,USA,Android,Google Search
2866,2025-02-07,USA,iOS,Google Search
2867,2025-02-09,Poland,iOS,Facebook Ads
2868,2025-02-27,Germany,iOS,Organic
2869,2025-03-19,Ukraine,Android,TikTok
2870,2025-02-24,Germany,Android,Organic
2871,2025-01-22,Poland,iOS,Facebook Ads
2872,2025-02-26,UK,Android,Organic
2873,2025-02-14,Germany,Android,Google Search
2874,2025-02-27,Poland,Android,Organic
2875,2025-01-06,Germany,Android,Google Search
2876,2025-02-15,Ukraine,Android,Facebook Ads
2877,2025-03-20,Poland,Android,Facebook Ads
2878,2025-02-25,UK,iOS,Organic
2879,2025-02-05,Germany,Android,Facebook Ads
2880,2025-01-08,Poland,Android,Organic
2881,2025-01-10,UK,Android,Facebook Ads
2882,2025-02-21,Ukraine,Android,Google Search
2883,2025-02-16,Germany,Android,Google Search
2884,2025-03-07,USA,iOS,TikTok
2885,2025-01-21,Ukraine,Android,TikTok
2886,2025-01-04,Ukraine,iOS,Facebook Ads
2887,2025-01-19,Ukraine,iOS,Google Search
